name,address,latitude,longitude
롯데마트당진점,충청남도 당진시 정안로 20 (원당동),36.9057741781123,126.646259954098
롯데마트서산점,충청남도 서산시 충의로 27 (예천동),36.7737230623394,126.438296536035
롯데슈퍼보령점,충청남도 보령시 지장골길 118 (죽정동),36.3603769734891,126.601110844361
롯데슈퍼신부점,충청남도 천안시 동남구 신부7길 5-1(신부동),36.8155129249448,127.158596078076
아산순천향대점,충청남도 아산시 신창면 온천대로 827,36.7768373882963,126.934052254538
천안중앙시장점,충청남도 천안시 동남구 사직로 6-1 (사직동),36.8006593297558,127.149735120015
천안청수지구점,충청남도 천안시 동남구 남부대로 322 (청당동),36.7813351366986,127.152851688175
홈플러스천안점,충청남도 천안시 동남구 천안대로 568 (구성동),36.7989414612232,127.164983174592
천안쌍용사거리점,"충청남도 천안시 서북구 불당대로 273 (쌍용동) 쌍용빌딩 1층,지하1층",36.8002329950695,127.126299790591
하나로마트계룡점,충청남도 논산시 연산면 청동로 18,36.2082107228604,127.195472645747
하나로마트당진점,충청남도 당진시 동부1로 15,36.8851075494704,126.648459731449
롯데마트천안성정점,충청남도 천안시 서북구 성정두정로 1 (성정동),36.826289449917,127.140096973863
아산퍼스트빌리지점,충청남도 아산시 둔포면 해위안길 127,36.8968102078718,127.029061228589
천안신방통정지구점,충청남도 천안시 동남구 통정10로 75(신방동),36.7741892346744,127.13446759558
홈플러스천안신방점,충청남도 천안시 동남구 신촌1길 23 (신방동),36.7871438086204,127.120546125303
롯데마트아산터미널점,충청남도 아산시 번영로 225 (모종동),36.7846406948284,127.015900817212
하나로마트논산내동점,충청남도 논산시 대학로 48 (내동),36.1773115282107,127.103426873203
하나로마트아산배방점,충청남도 아산시 배방읍 모산로 186-4,36.7749170366356,127.063598928022
롯데슈퍼천안두정2호점,충청남도 천안시 서북구 오성로 9,36.8307345859041,127.1283897361
천안불당2호점,충청남도 천안시 서북구 불당24로 45-9 (불당동),36.8231961658,127.107217366734
천안성정2호점,충청남도 천안시 서북구 서부17길 4 (성정동),36.8240465955491,127.137312567635
금산2호점,충청남도 금산군 금산읍 금산로 1528,36.1098294796698,127.491374708115
천안주공5단지점,충청남도 천안시 서북구 양지22길 40(성정동),36.8131227754468,127.138738659719
GS슈퍼공주점,충청남도 공주시 무령로 310 (옥룡동),36.4554868219186,127.134187537574
GS슈퍼당진점,충청남도 당진시 당진중앙2로 185-50 (읍내동),36.8967219113133,126.633949887767
GS슈퍼천안점,충청남도 천안시 동남구 충절로 148 (원성동),36.8054688227013,127.158368611689
GS슈퍼당진송악점,충청남도 당진시 송악읍 신복운로5길 7 송악e마트,36.9421825670726,126.78061976772
GS슈퍼천안두정점,충청남도 천안시 서북구 두정로 203 (두정동),36.8339648429907,127.13961178171
(행)세이브존대전점,대전광역시 서구 둔산로 201,36.3551065166594,127.398143110467
대전본점,대전광역시 동구 동서대로1695번길 8 (용전동),36.3500708902354,127.43797922555
대전가오점,대전광역시 동구 대전로 417 (가오동),36.3037019987136,127.454168263795
대전갈마점,대전광역시 서구 갈마로 69 (갈마동),36.3461362980473,127.369647747819
대전관평점,대전광역시 유성구 테크노중앙로 47(관평동),36.4270749677459,127.391004109531
대전괴정점,대전광역시 서구 괴정로 30 (괴정동),36.3403545999924,127.377610154886
대전구암점,대전광역시 유성구 유성대로 707 (구암동),36.3568432694062,127.331037102885
대전내동점,대전광역시 서구 동서대로 979(내동),36.3343759965427,127.371344866321
대전노은점,대전광역시 유성구 은구비남로33번길 59 (지족동),36.3748408971408,127.31914461827
대전문화점,대전광역시 중구 문화로 210 (문화동),36.3154424601537,127.408250776224
대전반석점,대전광역시 유성구 북유성대로316번길 11 (반석동),36.3932954562812,127.314351027883
대전산내점,대전광역시 동구 산내로 1321(낭월동),36.2813298719291,127.467322530917
대전산성점,대전광역시 중구 대둔산로 381 (산성동),36.3034815410814,127.385921525916
대전상대점,대전광역시 유성구 월드컵대로316번길 30 (상대동),36.3468859369701,127.335066906834
대전시청점,대전광역시 서구 둔산중로32번길 47 (둔산동),36.349655944379,127.389474982204
